fname,1,2,3,lp,stack
80e34106.wav,Gunshot_or_gunfire,Fart,Shatter,,Gunshot_or_gunfire
80e40da8.wav,Acoustic_guitar,Gong,Chime,Acoustic_guitar,Acoustic_guitar
80ed74ac.wav,Shatter,Bus,Gunshot_or_gunfire,,Gunshot_or_gunfire
80f21b87.wav,Bass_drum,Drawer_open_or_close,Knock,,Bass_drum
80fbc53e.wav,Acoustic_guitar,Clarinet,Gong,Acoustic_guitar,Acoustic_guitar
81009d0e.wav,Trumpet,Saxophone,Clarinet,Trumpet,Trumpet
8106f761.wav,Bass_drum,Knock,Gunshot_or_gunfire,Bass_drum,Bass_drum
810d326d.wav,Bass_drum,Gunshot_or_gunfire,Fart,,Gunshot_or_gunfire
8112cf32.wav,Trumpet,Saxophone,Flute,Trumpet,Trumpet
81186eec.wav,Trumpet,Saxophone,Clarinet,Trumpet,Trumpet
81204da2.wav,Clarinet,Harmonica,Trumpet,Clarinet,Clarinet
8123314e.wav,Laughter,Cough,Burping_or_eructation,,Laughter
8128ca7b.wav,Violin_or_fiddle,Saxophone,Flute,Violin_or_fiddle,Violin_or_fiddle
8128fdb4.wav,Burping_or_eructation,Saxophone,Fart,,Burping_or_eructation
812b88c3.wav,Tearing,Drawer_open_or_close,Microwave_oven,,Tearing
813174a1.wav,Telephone,Electric_piano,Bark,Telephone,Telephone
8143b06c.wav,Bass_drum,Gunshot_or_gunfire,Fart,,Bass_drum
8150cb71.wav,Bass_drum,Gunshot_or_gunfire,Knock,,Bass_drum
81512834.wav,Bass_drum,Knock,Microwave_oven,,Bass_drum
81654370.wav,Violin_or_fiddle,Saxophone,Cello,Violin_or_fiddle,Violin_or_fiddle
81739d68.wav,Trumpet,Saxophone,Clarinet,Trumpet,Trumpet
818be90b.wav,Laughter,Cough,Drawer_open_or_close,,Laughter
8199d25e.wav,Cough,Laughter,Bark,,Cough
81b07fd7.wav,Cello,Flute,Oboe,,Cello
81b80360.wav,Microwave_oven,Drawer_open_or_close,Squeak,,Microwave_oven
81bbb0d8.wav,Acoustic_guitar,Bus,Laughter,Acoustic_guitar,Acoustic_guitar
81c5b178.wav,Trumpet,Saxophone,Meow,Trumpet,Trumpet
81c7735d.wav,Clarinet,Squeak,Flute,,Clarinet
81c77c83.wav,Clarinet,Saxophone,Oboe,,Clarinet
81d094d7.wav,Bass_drum,Double_bass,Knock,Bass_drum,Bass_drum
81e18145.wav,Telephone,Laughter,Squeak,Telephone,Telephone
81f96626.wav,Acoustic_guitar,Cello,Electric_piano,Acoustic_guitar,Acoustic_guitar
81ff71ac.wav,Trumpet,Oboe,Flute,Trumpet,Trumpet
81ffe0ce.wav,Flute,Clarinet,Violin_or_fiddle,Flute,Flute
8203bb5f.wav,Clarinet,Gong,Acoustic_guitar,Clarinet,Clarinet
8209d1c5.wav,Clarinet,Oboe,Acoustic_guitar,Clarinet,Clarinet
820e3ccc.wav,Cowbell,Bass_drum,Oboe,,Cowbell
8214c13a.wav,Acoustic_guitar,Electric_piano,Gong,Acoustic_guitar,Acoustic_guitar
8216ecae.wav,Clarinet,Cello,Trumpet,Clarinet,Clarinet
821c541d.wav,Bass_drum,Hi-hat,Gunshot_or_gunfire,Bass_drum,Bass_drum
8229a9cd.wav,Burping_or_eructation,Writing,Computer_keyboard,,Burping_or_eructation
8241cd66.wav,Hi-hat,Shatter,Bass_drum,,Hi-hat
82422a6f.wav,Flute,Saxophone,Clarinet,Flute,Flute
8245241b.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
824fa15b.wav,Cello,Violin_or_fiddle,Double_bass,,Cello
82593990.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
82680b6b.wav,Trumpet,Saxophone,Violin_or_fiddle,Trumpet,Trumpet
826a4236.wav,Flute,Saxophone,Oboe,Flute,Flute
826d5da5.wav,Clarinet,Flute,Oboe,Clarinet,Clarinet
827271b7.wav,Clarinet,Trumpet,Saxophone,,Clarinet
827c724c.wav,Cello,Saxophone,Clarinet,,Cello
827ee58b.wav,Shatter,Gunshot_or_gunfire,Fart,Shatter,Shatter
827ee8c4.wav,Cello,Clarinet,Saxophone,,Cello
828e6e9b.wav,Flute,Saxophone,Clarinet,Flute,Flute
82977301.wav,Acoustic_guitar,Snare_drum,Glockenspiel,Acoustic_guitar,Acoustic_guitar
829a4881.wav,Hi-hat,Trumpet,Gong,,Hi-hat
829a6859.wav,Clarinet,Saxophone,Oboe,Clarinet,Clarinet
82afce57.wav,Hi-hat,Bass_drum,Shatter,,Hi-hat
82b8bfd0.wav,Squeak,Scissors,Finger_snapping,,Squeak
82b92515.wav,Flute,Clarinet,Saxophone,Flute,Flute
82c19036.wav,Bus,Applause,Drawer_open_or_close,,Bus
82cbfea8.wav,Acoustic_guitar,Gong,Clarinet,Acoustic_guitar,Acoustic_guitar
82cd6729.wav,Squeak,Fart,Meow,,Squeak
82d80dda.wav,Double_bass,Bass_drum,Knock,,Double_bass
82e1a48e.wav,Hi-hat,Bass_drum,Gong,,Hi-hat
82e74933.wav,Microwave_oven,Squeak,Drawer_open_or_close,,Microwave_oven
82e9d695.wav,Trumpet,Violin_or_fiddle,Cello,,Trumpet
82f34a17.wav,Electric_piano,Telephone,Gong,,Electric_piano
82f5dce5.wav,Hi-hat,Bass_drum,Violin_or_fiddle,,Hi-hat
8302c965.wav,Cello,Violin_or_fiddle,Oboe,,Cello
83043bdc.wav,Cowbell,Bass_drum,Violin_or_fiddle,,Cowbell
830a902c.wav,Finger_snapping,Scissors,Bass_drum,,Finger_snapping
830bfcac.wav,Trumpet,Oboe,Flute,Trumpet,Trumpet
830ed5a6.wav,Clarinet,Trumpet,Saxophone,Clarinet,Clarinet
83119126.wav,Double_bass,Gong,Cello,,Double_bass
8319139c.wav,Hi-hat,Flute,Bass_drum,,Hi-hat
831b3128.wav,Flute,Clarinet,Trumpet,Flute,Flute
83257b4d.wav,Violin_or_fiddle,Trumpet,Saxophone,Violin_or_fiddle,Violin_or_fiddle
8329f7bd.wav,Acoustic_guitar,Glockenspiel,Electric_piano,Acoustic_guitar,Acoustic_guitar
832cb286.wav,Bass_drum,Computer_keyboard,Gunshot_or_gunfire,,Bass_drum
8333f039.wav,Clarinet,Oboe,Glockenspiel,Clarinet,Clarinet
83422cee.wav,Knock,Bass_drum,Cello,,Knock
83438da2.wav,Clarinet,Oboe,Saxophone,,Clarinet
83457cd0.wav,Acoustic_guitar,Electric_piano,Gunshot_or_gunfire,Acoustic_guitar,Acoustic_guitar
8348477e.wav,Harmonica,Violin_or_fiddle,Saxophone,Harmonica,Harmonica
834ffd84.wav,Acoustic_guitar,Laughter,Fart,,Acoustic_guitar
835c7adf.wav,Shatter,Chime,Glockenspiel,,Shatter
83600e68.wav,Bass_drum,Gunshot_or_gunfire,Knock,Bass_drum,Bass_drum
83797d9c.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
837ad722.wav,Knock,Bass_drum,Double_bass,,Knock
8380505b.wav,Cowbell,Bass_drum,Violin_or_fiddle,,Cowbell
83827a81.wav,Bass_drum,Finger_snapping,Flute,Bass_drum,Bass_drum
83874eed.wav,Applause,Scissors,Tearing,,Applause
8391179f.wav,Keys_jangling,Hi-hat,Scissors,,Keys_jangling
83aeadbe.wav,Bass_drum,Knock,Double_bass,,Bass_drum
83af113b.wav,Telephone,Chime,Bus,,Telephone
83bd90dc.wav,Fart,Gunshot_or_gunfire,Drawer_open_or_close,Fart,Fart
83be5ca1.wav,Bass_drum,Knock,Snare_drum,Bass_drum,Bass_drum
83c21846.wav,Tearing,Writing,Scissors,,Tearing
83c5335a.wav,Saxophone,Trumpet,Flute,Saxophone,Saxophone
83cdfbb9.wav,Telephone,Squeak,Laughter,,Telephone
83d94148.wav,Flute,Clarinet,Cello,Flute,Flute
83dab7f2.wav,Fireworks,Cello,Saxophone,,Fireworks
83ea3238.wav,Flute,Oboe,Clarinet,Flute,Flute
83ec2faf.wav,Acoustic_guitar,Electric_piano,Bass_drum,,Acoustic_guitar
8401a18d.wav,Bass_drum,Knock,Microwave_oven,,Knock
8401dab4.wav,Scissors,Finger_snapping,Writing,Scissors,Scissors
840e7878.wav,Clarinet,Squeak,Violin_or_fiddle,Clarinet,Clarinet
840e825d.wav,Telephone,Harmonica,Laughter,Telephone,Telephone
842470b6.wav,Gunshot_or_gunfire,Fart,Bass_drum,,Gunshot_or_gunfire
84314742.wav,Telephone,Electric_piano,Knock,,Telephone
84379d84.wav,Trumpet,Clarinet,Applause,Trumpet,Trumpet
843f7121.wav,Clarinet,Saxophone,Oboe,,Clarinet
843fd8a2.wav,Cello,Bus,Double_bass,,Cello
84418832.wav,Flute,Clarinet,Saxophone,,Clarinet
8448f6cd.wav,Cello,Bass_drum,Double_bass,,Cello
844a2b7f.wav,Acoustic_guitar,Electric_piano,Cello,Acoustic_guitar,Acoustic_guitar
845f8d7e.wav,Gong,Finger_snapping,Cowbell,Gong,Gong
8464084e.wav,Applause,Gunshot_or_gunfire,Trumpet,,Applause
846db7b9.wav,Acoustic_guitar,Electric_piano,Double_bass,Acoustic_guitar,Acoustic_guitar
847f676f.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
84814983.wav,Trumpet,Applause,Flute,Trumpet,Trumpet
848d0520.wav,Violin_or_fiddle,Gong,Cello,Violin_or_fiddle,Violin_or_fiddle
84935669.wav,Telephone,Shatter,Squeak,,Telephone
849450c2.wav,Bass_drum,Finger_snapping,Hi-hat,Bass_drum,Bass_drum
84969d15.wav,Cello,Double_bass,Clarinet,,Cello
84ad2872.wav,Trumpet,Applause,Clarinet,Trumpet,Trumpet
84b28400.wav,Saxophone,Applause,Violin_or_fiddle,Saxophone,Saxophone
84b42959.wav,Clarinet,Cello,Flute,Clarinet,Clarinet
84c53857.wav,Acoustic_guitar,Electric_piano,Cello,Acoustic_guitar,Acoustic_guitar
84cff15c.wav,Trumpet,Saxophone,Flute,Trumpet,Trumpet
84d799c6.wav,Cello,Trumpet,Saxophone,,Cello
84d81ec9.wav,Acoustic_guitar,Telephone,Bus,,Acoustic_guitar
84e18e10.wav,Saxophone,Violin_or_fiddle,Trumpet,Saxophone,Saxophone
84e278ea.wav,Saxophone,Cello,Trumpet,,Squeak
84ebfa64.wav,Clarinet,Trumpet,Oboe,Clarinet,Clarinet
84ece8e8.wav,Cello,Saxophone,Double_bass,,Cello
84f1e21c.wav,Violin_or_fiddle,Clarinet,Flute,Violin_or_fiddle,Violin_or_fiddle
84fc2fa6.wav,Bass_drum,Gunshot_or_gunfire,Knock,Bass_drum,Bass_drum
84fc5bb6.wav,Fart,Snare_drum,Cough,Fart,Fart
850357d0.wav,Fart,Drawer_open_or_close,Gunshot_or_gunfire,,Fart
850a0101.wav,Flute,Oboe,Violin_or_fiddle,Flute,Flute
850adb61.wav,Trumpet,Clarinet,Saxophone,Trumpet,Trumpet
850e1d86.wav,Meow,Laughter,Squeak,Meow,Meow
850f5980.wav,Hi-hat,Shatter,Gunshot_or_gunfire,,Hi-hat
8528d651.wav,Gunshot_or_gunfire,Bass_drum,Fart,,Gunshot_or_gunfire
85375e8b.wav,Tambourine,Writing,Tearing,,Tearing
853939b1.wav,Microwave_oven,Drawer_open_or_close,Shatter,Microwave_oven,Microwave_oven
854074c2.wav,Writing,Keys_jangling,Tearing,,Writing
85415778.wav,Trumpet,Saxophone,Clarinet,Trumpet,Trumpet
85515b16.wav,Hi-hat,Tearing,Snare_drum,,Hi-hat
855c27ad.wav,Electric_piano,Double_bass,Acoustic_guitar,,Electric_piano
856739f7.wav,Hi-hat,Snare_drum,Fireworks,,Hi-hat
85687781.wav,Cello,Flute,Laughter,,Cello
857b6bef.wav,Cello,Double_bass,Acoustic_guitar,,Cello
857ccfeb.wav,Fart,Gunshot_or_gunfire,Bass_drum,Fart,Fart
857f51ec.wav,Telephone,Cello,Laughter,,Telephone
85888f43.wav,Keys_jangling,Scissors,Writing,,Keys_jangling
8589b78a.wav,Clarinet,Squeak,Microwave_oven,,Clarinet
858b409d.wav,Flute,Clarinet,Trumpet,Flute,Flute
858f7127.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
85a808ef.wav,Bass_drum,Applause,Cello,Bass_drum,Bass_drum
85aaf061.wav,Fart,Cough,Violin_or_fiddle,Fart,Fart
85ab80ec.wav,Bass_drum,Electric_piano,Gong,Bass_drum,Bass_drum
85adb747.wav,Fart,Tearing,Hi-hat,,Fart
85b4b2d9.wav,Acoustic_guitar,Saxophone,Cello,Acoustic_guitar,Acoustic_guitar
85b713b4.wav,Hi-hat,Shatter,Trumpet,,Hi-hat
85ba22f8.wav,Microwave_oven,Fireworks,Drawer_open_or_close,,Microwave_oven
85bca035.wav,Laughter,Acoustic_guitar,Harmonica,,Laughter
85c92119.wav,Laughter,Acoustic_guitar,Saxophone,,Laughter
85cdbe0f.wav,Acoustic_guitar,Writing,Bus,Acoustic_guitar,Acoustic_guitar
85d270a6.wav,Bass_drum,Gunshot_or_gunfire,Knock,,Bass_drum
85d47a00.wav,Bass_drum,Double_bass,Flute,Bass_drum,Bass_drum
85dafd42.wav,Bark,Saxophone,Trumpet,,Bark
85e80ed6.wav,Clarinet,Bass_drum,Cello,Clarinet,Clarinet
85e8d206.wav,Acoustic_guitar,Violin_or_fiddle,Electric_piano,Acoustic_guitar,Acoustic_guitar
85f43a6a.wav,Trumpet,Squeak,Snare_drum,Trumpet,Trumpet
85f727f9.wav,Acoustic_guitar,Writing,Drawer_open_or_close,,Squeak
85f729aa.wav,Saxophone,Bass_drum,Fart,Saxophone,Saxophone
85fbafa9.wav,Gunshot_or_gunfire,Keys_jangling,Tearing,,Gunshot_or_gunfire
85fc8859.wav,Laughter,Acoustic_guitar,Fart,,Laughter
85fe17f1.wav,Cello,Double_bass,Trumpet,,Cello
85ff9814.wav,Flute,Trumpet,Saxophone,Flute,Flute
860267d4.wav,Laughter,Meow,Telephone,,Laughter
8602dc17.wav,Clarinet,Saxophone,Trumpet,Clarinet,Clarinet
86058332.wav,Fart,Squeak,Shatter,,Fart
860f058b.wav,Clarinet,Flute,Oboe,Clarinet,Clarinet
860f3710.wav,Finger_snapping,Scissors,Hi-hat,,Finger_snapping
86175e99.wav,Acoustic_guitar,Chime,Gong,,Acoustic_guitar
86190b8f.wav,Chime,Squeak,Microwave_oven,,Microwave_oven
861b3627.wav,Cello,Double_bass,Bass_drum,,Cello
861e1670.wav,Trumpet,Violin_or_fiddle,Cello,Trumpet,Trumpet
862ad8dc.wav,Knock,Trumpet,Writing,,Knock
862c34b0.wav,Bass_drum,Keys_jangling,Knock,,Bass_drum
862e52b9.wav,Bass_drum,Telephone,Electric_piano,Bass_drum,Bass_drum
862fee52.wav,Hi-hat,Shatter,Applause,,Hi-hat
86305008.wav,Squeak,Meow,Saxophone,,Squeak
863286c4.wav,Acoustic_guitar,Clarinet,Saxophone,Acoustic_guitar,Acoustic_guitar
8636e7f2.wav,Bass_drum,Finger_snapping,Snare_drum,Bass_drum,Bass_drum
86376a3c.wav,Clarinet,Trumpet,Acoustic_guitar,Clarinet,Clarinet
8637b4fe.wav,Electric_piano,Cello,Double_bass,,Electric_piano
8639a0df.wav,Flute,Bass_drum,Clarinet,Flute,Flute
863b390d.wav,Violin_or_fiddle,Clarinet,Cello,Violin_or_fiddle,Violin_or_fiddle
863ed231.wav,Electric_piano,Acoustic_guitar,Double_bass,Electric_piano,Electric_piano
86503b54.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
8651223b.wav,Trumpet,Applause,Cello,Trumpet,Trumpet
86523900.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
866f3a01.wav,Gunshot_or_gunfire,Fart,Shatter,,Gunshot_or_gunfire
86870a5e.wav,Bass_drum,Electric_piano,Double_bass,,Bass_drum
868ce438.wav,Cello,Oboe,Clarinet,,Cello
868eaf2e.wav,Gunshot_or_gunfire,Bass_drum,Computer_keyboard,,Gunshot_or_gunfire
8691659b.wav,Trumpet,Saxophone,Clarinet,Trumpet,Trumpet
8691cc4f.wav,Bass_drum,Gunshot_or_gunfire,Electric_piano,,Bass_drum
86948bc5.wav,Clarinet,Trumpet,Cello,Clarinet,Clarinet
86af2b6e.wav,Bass_drum,Knock,Snare_drum,Bass_drum,Bass_drum
86b75e3b.wav,Acoustic_guitar,Electric_piano,Cello,Acoustic_guitar,Acoustic_guitar
86bb2b5a.wav,Computer_keyboard,Writing,Fart,,Computer_keyboard
86bd03d3.wav,Acoustic_guitar,Violin_or_fiddle,Cello,Acoustic_guitar,Acoustic_guitar
86c02a2f.wav,Scissors,Writing,Tearing,,Scissors
86c07637.wav,Applause,Trumpet,Flute,,Applause
86cb0e96.wav,Bass_drum,Gong,Gunshot_or_gunfire,Bass_drum,Bass_drum
86dc4626.wav,Laughter,Squeak,Telephone,,Squeak
86dc4bc5.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
86dc9d33.wav,Clarinet,Cello,Oboe,Clarinet,Clarinet
86dd79e9.wav,Clarinet,Violin_or_fiddle,Oboe,Clarinet,Clarinet
86e51726.wav,Clarinet,Saxophone,Trumpet,Clarinet,Clarinet
86eb0891.wav,Fart,Gunshot_or_gunfire,Bass_drum,,Fart
86efe677.wav,Clarinet,Flute,Saxophone,Clarinet,Clarinet
86f3857d.wav,Hi-hat,Trumpet,Flute,,Hi-hat
86f52d7b.wav,Bass_drum,Gunshot_or_gunfire,Fart,Bass_drum,Bass_drum
86f9bc67.wav,Bass_drum,Knock,Oboe,Bass_drum,Bass_drum
87010892.wav,Drawer_open_or_close,Squeak,Microwave_oven,,Squeak
87041fe4.wav,Bass_drum,Double_bass,Knock,,Bass_drum
8706e4e0.wav,Double_bass,Cello,Acoustic_guitar,,Double_bass
8708a3b1.wav,Clarinet,Trumpet,Violin_or_fiddle,Clarinet,Clarinet
870a15ad.wav,Cello,Violin_or_fiddle,Saxophone,,Cello
870b73b3.wav,Gunshot_or_gunfire,Bus,Fart,,Gunshot_or_gunfire
870d8912.wav,Drawer_open_or_close,Fireworks,Fart,,Drawer_open_or_close
871a4aef.wav,Clarinet,Cello,Chime,Clarinet,Clarinet
871fd5ea.wav,Acoustic_guitar,Double_bass,Electric_piano,Acoustic_guitar,Acoustic_guitar
872be6c6.wav,Acoustic_guitar,Double_bass,Cello,,Acoustic_guitar
87490e51.wav,Chime,Laughter,Fireworks,Chime,Chime
87499ac4.wav,Bass_drum,Finger_snapping,Oboe,,Bass_drum
87503d8e.wav,Acoustic_guitar,Saxophone,Electric_piano,,Acoustic_guitar
876169b6.wav,Acoustic_guitar,Gong,Chime,Acoustic_guitar,Acoustic_guitar
876202c8.wav,Trumpet,Oboe,Flute,Trumpet,Trumpet
87633d38.wav,Bass_drum,Finger_snapping,Knock,Bass_drum,Bass_drum
876bf688.wav,Bass_drum,Electric_piano,Knock,Bass_drum,Bass_drum
876edcdb.wav,Clarinet,Trumpet,Flute,Clarinet,Clarinet
87880c7f.wav,Flute,Clarinet,Oboe,Flute,Flute
878fb6f3.wav,Cello,Double_bass,Violin_or_fiddle,,Cello
87941ece.wav,Bass_drum,Knock,Writing,Bass_drum,Bass_drum
879fd657.wav,Hi-hat,Flute,Harmonica,,Hi-hat
87a528ae.wav,Hi-hat,Trumpet,Flute,,Hi-hat
87b624fe.wav,Hi-hat,Harmonica,Flute,,Hi-hat
87ba1412.wav,Acoustic_guitar,Laughter,Burping_or_eructation,,Acoustic_guitar
87c86907.wav,Bass_drum,Knock,Electric_piano,Bass_drum,Bass_drum
87d0f5c2.wav,Flute,Saxophone,Violin_or_fiddle,Flute,Flute
87d8f82d.wav,Clarinet,Saxophone,Electric_piano,,Clarinet
87dd8739.wav,Bass_drum,Knock,Finger_snapping,Bass_drum,Bass_drum
87f4be1a.wav,Laughter,Acoustic_guitar,Meow,,Laughter
87f52da2.wav,Acoustic_guitar,Telephone,Flute,,Acoustic_guitar
87f7864f.wav,Cello,Double_bass,Clarinet,,Cello
87f97b54.wav,Drawer_open_or_close,Squeak,Snare_drum,,Squeak
87fa93b9.wav,Acoustic_guitar,Gong,Double_bass,Acoustic_guitar,Acoustic_guitar
87fdf308.wav,Gunshot_or_gunfire,Tearing,Fart,Gunshot_or_gunfire,Gunshot_or_gunfire
8805556f.wav,Squeak,Gong,Telephone,,Squeak
880bb433.wav,Flute,Clarinet,Bass_drum,Flute,Flute
8821b6b0.wav,Laughter,Burping_or_eructation,Fart,,Laughter
8823bdac.wav,Cello,Saxophone,Clarinet,,Cello
882892ad.wav,Clarinet,Flute,Saxophone,Clarinet,Clarinet
883082c6.wav,Knock,Double_bass,Bass_drum,,Knock
8834a5f9.wav,Cello,Flute,Saxophone,,Cello
884348aa.wav,Acoustic_guitar,Snare_drum,Saxophone,Acoustic_guitar,Acoustic_guitar
88477979.wav,Flute,Saxophone,Clarinet,Flute,Flute
884b1cfa.wav,Telephone,Harmonica,Acoustic_guitar,,Telephone
8855051b.wav,Fart,Bass_drum,Burping_or_eructation,,Fart
885dd347.wav,Clarinet,Saxophone,Flute,Clarinet,Clarinet
88637187.wav,Bass_drum,Double_bass,Electric_piano,Bass_drum,Bass_drum
8864eb9d.wav,Clarinet,Oboe,Saxophone,Clarinet,Clarinet
886933c1.wav,Clarinet,Violin_or_fiddle,Trumpet,,Clarinet
88709396.wav,Bass_drum,Snare_drum,Finger_snapping,Bass_drum,Bass_drum
8873985e.wav,Flute,Trumpet,Oboe,Flute,Flute
887abe35.wav,Flute,Oboe,Saxophone,Flute,Flute
88811aca.wav,Bass_drum,Meow,Gong,,Bass_drum
888ee964.wav,Acoustic_guitar,Cello,Electric_piano,,Acoustic_guitar
888fc7f5.wav,Cello,Violin_or_fiddle,Oboe,,Cello
889ad1e7.wav,Shatter,Squeak,Laughter,,Squeak
889e311f.wav,Double_bass,Cello,Bass_drum,,Double_bass
88a1093e.wav,Acoustic_guitar,Saxophone,Gong,Acoustic_guitar,Acoustic_guitar
88aa85a4.wav,Clarinet,Cello,Saxophone,,Clarinet
88b8da56.wav,Cello,Trumpet,Double_bass,,Cello
88b93704.wav,Cello,Clarinet,Saxophone,,Cello
88d0f494.wav,Cello,Double_bass,Gong,,Cello
88d8e3e7.wav,Gunshot_or_gunfire,Bass_drum,Fart,Gunshot_or_gunfire,Gunshot_or_gunfire
88d9ec5f.wav,Cello,Double_bass,Clarinet,,Cello
88e6886a.wav,Trumpet,Saxophone,Clarinet,Trumpet,Trumpet
88e748d7.wav,Cello,Double_bass,Trumpet,,Cello
88e9017f.wav,Bass_drum,Keys_jangling,Tambourine,Bass_drum,Bass_drum
88fa93e4.wav,Flute,Clarinet,Bass_drum,Flute,Flute
88fd30db.wav,Acoustic_guitar,Electric_piano,Double_bass,Acoustic_guitar,Acoustic_guitar
89049760.wav,Cello,Saxophone,Fart,,Cello
8905cd48.wav,Fireworks,Bus,Snare_drum,,Fireworks
8907f907.wav,Keys_jangling,Tambourine,Shatter,,Keys_jangling
89171d87.wav,Clarinet,Trumpet,Oboe,Clarinet,Clarinet
891af38f.wav,Cello,Double_bass,Acoustic_guitar,,Cello
89248704.wav,Trumpet,Saxophone,Flute,Trumpet,Trumpet
893c7f7b.wav,Clarinet,Oboe,Saxophone,Clarinet,Clarinet
895af0ba.wav,Flute,Oboe,Saxophone,Flute,Flute
895c68ee.wav,Double_bass,Cello,Oboe,,Double_bass
895da9f4.wav,Bass_drum,Knock,Double_bass,Bass_drum,Bass_drum
895edd06.wav,Cowbell,Tambourine,Violin_or_fiddle,,Cowbell
8961de43.wav,Acoustic_guitar,Snare_drum,Glockenspiel,Acoustic_guitar,Acoustic_guitar
896e5a21.wav,Writing,Computer_keyboard,Keys_jangling,,Writing
896ee186.wav,Flute,Oboe,Saxophone,Flute,Flute
897071cd.wav,Tearing,Fireworks,Squeak,,Tearing
897317d0.wav,Acoustic_guitar,Clarinet,Gong,Acoustic_guitar,Acoustic_guitar
89779518.wav,Acoustic_guitar,Cello,Double_bass,,Acoustic_guitar
8977a6ca.wav,Bus,Drawer_open_or_close,Writing,,Bus
897a1c21.wav,Snare_drum,Violin_or_fiddle,Cowbell,,Snare_drum
8989a18a.wav,Trumpet,Flute,Clarinet,Trumpet,Trumpet
89971a2c.wav,Hi-hat,Tambourine,Shatter,,Hi-hat
8998d863.wav,Clarinet,Trumpet,Flute,Clarinet,Clarinet
899b27fc.wav,Harmonica,Saxophone,Oboe,Harmonica,Harmonica
89a93553.wav,Cello,Violin_or_fiddle,Oboe,,Cello
89b36fe8.wav,Acoustic_guitar,Saxophone,Violin_or_fiddle,Acoustic_guitar,Acoustic_guitar
89b76fbd.wav,Cello,Snare_drum,Double_bass,,Cello
89bf91c0.wav,Cello,Trumpet,Clarinet,,Cello
89db586a.wav,Bass_drum,Snare_drum,Hi-hat,Bass_drum,Bass_drum
89e23feb.wav,Hi-hat,Trumpet,Clarinet,,Hi-hat
89f16e34.wav,Clarinet,Flute,Saxophone,,Clarinet
8a0f1c7b.wav,Snare_drum,Gunshot_or_gunfire,Violin_or_fiddle,,Snare_drum
8a0f47fe.wav,Shatter,Hi-hat,Fart,,Shatter
8a16d7ba.wav,Trumpet,Oboe,Clarinet,Trumpet,Trumpet
8a16fd63.wav,Hi-hat,Shatter,Cello,,Hi-hat
8a1795c0.wav,Clarinet,Trumpet,Flute,Clarinet,Clarinet
8a18fb2a.wav,Acoustic_guitar,Laughter,Telephone,Acoustic_guitar,Acoustic_guitar
8a23c5d3.wav,Gunshot_or_gunfire,Fireworks,Bass_drum,,Gunshot_or_gunfire
8a24496e.wav,Hi-hat,Tambourine,Violin_or_fiddle,,Hi-hat
8a25df61.wav,Acoustic_guitar,Clarinet,Saxophone,Acoustic_guitar,Acoustic_guitar
8a2793a4.wav,Shatter,Tambourine,Keys_jangling,,Shatter
8a340933.wav,Fart,Gunshot_or_gunfire,Scissors,Fart,Fart
8a382bf3.wav,Bus,Drawer_open_or_close,Microwave_oven,,Bus
8a3e131b.wav,Fart,Gunshot_or_gunfire,Laughter,Fart,Fart
8a4865fe.wav,Clarinet,Trumpet,Flute,Clarinet,Clarinet
8a54a88f.wav,Shatter,Gunshot_or_gunfire,Snare_drum,,Gunshot_or_gunfire
8a5535d7.wav,Acoustic_guitar,Microwave_oven,Telephone,Acoustic_guitar,Acoustic_guitar
8a5fdff9.wav,Scissors,Squeak,Keys_jangling,,Scissors
8a65cf0f.wav,Fart,Bass_drum,Meow,,Fart
8a67db0c.wav,Bass_drum,Hi-hat,Finger_snapping,Bass_drum,Bass_drum
8a686d60.wav,Bass_drum,Gunshot_or_gunfire,Knock,,Bass_drum
8a764cbf.wav,Fart,Shatter,Writing,,Fart
8a772083.wav,Flute,Harmonica,Violin_or_fiddle,Flute,Flute
8a775bde.wav,Clarinet,Cello,Oboe,Clarinet,Clarinet
8a790989.wav,Acoustic_guitar,Electric_piano,Telephone,,Acoustic_guitar
8a82613e.wav,Bass_drum,Double_bass,Knock,Bass_drum,Bass_drum
8a8290ff.wav,Clarinet,Trumpet,Saxophone,Clarinet,Clarinet
8a82ff41.wav,Writing,Fart,Telephone,,Writing
8a86d731.wav,Tearing,Writing,Computer_keyboard,Tearing,Tearing
8a8f86ec.wav,Gunshot_or_gunfire,Microwave_oven,Fireworks,Gunshot_or_gunfire,Gunshot_or_gunfire
8a93cd50.wav,Bass_drum,Knock,Double_bass,,Bass_drum
8a94d1c5.wav,Chime,Fireworks,Cello,Chime,Chime
8a97db28.wav,Bass_drum,Knock,Cello,Bass_drum,Bass_drum
8aa3ebc6.wav,Fart,Drawer_open_or_close,Writing,Fart,Fart
8aa74761.wav,Double_bass,Knock,Bass_drum,,Double_bass
8aab9bdd.wav,Squeak,Meow,Telephone,Squeak,Squeak
8aba992e.wav,Bus,Drawer_open_or_close,Fart,,Bus
